totalcountprotected,totalCountInsurance,totalPriceInsurance
0.224,1.0,0.001
0.228,0.996,0.006024096385542169
0.224,1.0,0.013
0.228,0.996,0.015060240963855422
0.224,1.0,0.006
0.228,0.996,0.004016064257028112
0.224,1.0,0.003
0.228,0.996,0.010040160642570281
0.224,1.0,0.006
0.228,0.996,0.018072289156626505
0.224,1.0,0.024
0.228,0.996,0.03815261044176707
0.224,1.0,0.1
0.228,0.996,0.024096385542168676
0.224,1.0,0.04
0.228,0.996,0.029116465863453816
0.224,1.0,0.061
0.228,0.996,0.10542168674698796
0.224,1.0,0.085
0.228,0.996,0.05622489959839357
0.224,1.0,0.066
0.228,0.996,0.09538152610441768
0.224,1.0,0.099
0.228,0.996,0.0823293172690763
0.224,1.0,0.17
0.228,0.996,0.2399598393574297
0.224,1.0,0.275
0.228,0.996,0.3785140562248996
0.224,1.0,0.388
0.226,0.998,0.3877755511022044
0.224,1.0,0.388
0.224,1.0,0.388
0.224,1.0,0.388
0.224,1.0,0.388
0.224,1.0,0.388
0.224,1.0,0.388
0.224,1.0,0.388
0.224,1.0,0.388
0.224,1.0,0.388
0.224,1.0,0.388
0.224,1.0,0.388
0.224,1.0,0.388
0.224,1.0,0.388
0.224,1.0,0.388
0.224,1.0,0.388
0.224,1.0,0.388
0.224,1.0,0.388
0.224,1.0,0.388
0.224,1.0,0.388
0.224,1.0,0.233
0.224,1.0,0.069
0.224,1.0,0.067
0.224,1.0,0.036
0.224,1.0,0.014
0.224,1.0,0.004
0.224,1.0,0.003
0.224,1.0,0.007
0.224,1.0,0.009
0.224,1.0,0.006
0.224,1.0,0.01
0.224,1.0,0.016
0.224,1.0,0.015
0.224,1.0,0.025
0.224,1.0,0.012
0.224,1.0,0.012
0.224,1.0,0.008
0.224,1.0,0.012
0.224,1.0,0.021
0.224,1.0,0.033
0.224,1.0,0.067
0.224,1.0,0.08
0.224,1.0,0.105
0.224,1.0,0.029
0.224,1.0,0.031
0.224,1.0,0.017
0.224,1.0,0.031
0.224,1.0,0.071
0.224,1.0,0.08
0.224,1.0,0.115
0.224,1.0,0.177
0.224,1.0,0.272
0.224,1.0,0.228
0.224,1.0,0.296
0.224,1.0,0.175
0.224,1.0,0.148
0.224,1.0,0.017
0.224,1.0,0.005
0.224,1.0,0.014
0.224,1.0,0.017
0.224,1.0,0.042
0.224,1.0,0.012
0.224,1.0,0.008
0.224,1.0,0.005
0.224,1.0,0.012
0.224,1.0,0.014
0.224,1.0,0.01
0.224,1.0,0.007
0.224,1.0,0.005
0.224,1.0,0.005
0.224,1.0,0.003
0.224,1.0,0.018
0.224,1.0,0.009
0.224,1.0,0.004
0.224,1.0,0.012
0.224,1.0,0.016
0.224,1.0,0.023
0.224,1.0,0.026
0.224,1.0,0.005
0.224,1.0,0.005
0.224,1.0,0.006
0.224,1.0,0.01
0.224,1.0,0.007
0.224,1.0,0.013
0.224,1.0,0.026
0.224,1.0,0.003
0.224,1.0,0.009
0.224,1.0,0.004
0.224,1.0,0.009
0.224,1.0,0.013
0.224,1.0,0.02
0.224,1.0,0.007
0.224,1.0,0.002
0.224,1.0,0.009
0.224,1.0,0.008
0.224,1.0,0.01
0.224,1.0,0.011
0.224,1.0,0.016
0.224,1.0,0.018
0.224,1.0,0.014
0.224,1.0,0.019
0.224,1.0,0.015
0.224,1.0,0.015
0.224,1.0,0.026
0.224,1.0,0.054
0.224,1.0,0.137
0.224,1.0,0.188
0.224,1.0,0.206
0.224,1.0,0.129
0.224,1.0,0.2
0.224,1.0,0.062
0.224,1.0,0.011
0.224,1.0,0.004
0.224,1.0,0.008
0.224,1.0,0.005
0.224,1.0,0.015
0.224,1.0,0.012
0.224,1.0,0.008
0.224,1.0,0.006
0.224,1.0,0.019
0.224,1.0,0.032
0.224,1.0,0.014
0.224,1.0,0.012
0.224,1.0,0.026
0.224,1.0,0.038
0.224,1.0,0.003
0.224,1.0,0.008
0.224,1.0,0.005
0.224,1.0,0.009
0.224,1.0,0.006
0.224,1.0,0.011
0.224,1.0,0.014
0.224,1.0,0.005
0.224,1.0,0.019
0.224,1.0,0.025
0.224,1.0,0.038
0.224,1.0,0.055
0.224,1.0,0.068
0.224,1.0,0.104
0.224,1.0,0.038
0.224,1.0,0.084
0.224,1.0,0.036
0.224,1.0,0.038
0.224,1.0,0.108
0.224,1.0,0.048
0.224,1.0,0.106
0.224,1.0,0.208
0.224,1.0,0.011
0.224,1.0,0.016
0.224,1.0,0.011
0.224,1.0,0.012
0.224,1.0,0.005
0.224,1.0,0.013
0.224,1.0,0.014
0.224,1.0,0.03
0.224,1.0,0.033
0.224,1.0,0.034
0.224,1.0,0.036
0.224,1.0,0.087
0.224,1.0,0.031
0.224,1.0,0.004
0.224,1.0,0.008
0.224,1.0,0.02
0.224,1.0,0.031
0.224,1.0,0.037
0.224,1.0,0.01
0.224,1.0,0.025
0.224,1.0,0.003
0.224,1.0,0.006
0.224,1.0,0.012
0.224,1.0,0.02
0.224,1.0,0.02
0.224,1.0,0.027
0.224,1.0,0.052
0.224,1.0,0.025
0.224,1.0,0.035
0.224,1.0,0.065
0.224,1.0,0.076
0.224,1.0,0.113
0.224,1.0,0.18
0.224,1.0,0.175
0.224,1.0,0.288
0.224,1.0,0.388
0.224,1.0,0.181
0.224,1.0,0.182
0.224,1.0,0.288
0.224,1.0,0.189
0.224,1.0,0.34
0.224,1.0,0.388
0.224,1.0,0.381
0.224,1.0,0.388
0.224,1.0,0.388
0.224,1.0,0.29
0.224,1.0,0.388
0.224,1.0,0.157
0.224,1.0,0.22
0.224,1.0,0.315
0.224,1.0,0.388
0.224,1.0,0.388
0.224,1.0,0.388
0.224,1.0,0.388
0.224,1.0,0.388
0.224,1.0,0.388
0.224,1.0,0.388
0.224,1.0,0.388
0.224,1.0,0.123
0.224,1.0,0.154
0.224,1.0,0.033
0.224,1.0,0.011
0.224,1.0,0.015
0.224,1.0,0.019
0.224,1.0,0.004
0.224,1.0,0.008
0.224,1.0,0.015
0.224,1.0,0.007
0.224,1.0,0.009
0.224,1.0,0.02
0.224,1.0,0.007
0.224,1.0,0.018
0.224,1.0,0.015
0.224,1.0,0.018
0.224,1.0,0.065
0.224,1.0,0.007
0.224,1.0,0.013
0.224,1.0,0.019
0.224,1.0,0.028
0.224,1.0,0.024
0.224,1.0,0.025
0.224,1.0,0.051
0.224,1.0,0.082
0.224,1.0,0.161
0.224,1.0,0.126
0.224,1.0,0.146
0.224,1.0,0.218
0.224,1.0,0.139
0.224,1.0,0.124
0.224,1.0,0.117
0.224,1.0,0.178
0.224,1.0,0.087
0.224,1.0,0.088
0.224,1.0,0.052
0.224,1.0,0.032
0.224,1.0,0.048
0.224,1.0,0.066
0.224,1.0,0.054
0.224,1.0,0.027
0.224,1.0,0.013
0.224,1.0,0.013
0.224,1.0,0.009
0.224,1.0,0.005
0.224,1.0,0.006
0.224,1.0,0.004
0.224,1.0,0.011
0.224,1.0,0.011
0.224,1.0,0.017
0.224,1.0,0.006
0.224,1.0,0.002
0.224,1.0,0.012
0.224,1.0,0.013
0.224,1.0,0.004
0.224,1.0,0.012
0.224,1.0,0.007
0.224,1.0,0.004
0.224,1.0,0.009
0.224,1.0,0.009
0.224,1.0,0.022
0.224,1.0,0.022
0.224,1.0,0.028
0.224,1.0,0.031
0.224,1.0,0.039
0.224,1.0,0.063
0.224,1.0,0.135
0.224,1.0,0.245
0.224,1.0,0.141
0.224,1.0,0.207
0.224,1.0,0.214
0.224,1.0,0.173
0.224,1.0,0.276
0.224,1.0,0.388
0.224,1.0,0.098
0.224,1.0,0.035
0.224,1.0,0.063
0.224,1.0,0.085
0.224,1.0,0.124
0.224,1.0,0.231
0.224,1.0,0.098
0.224,1.0,0.023
0.224,1.0,0.02
0.224,1.0,0.006
0.224,1.0,0.013
0.224,1.0,0.011
0.224,1.0,0.032
0.224,1.0,0.028
0.224,1.0,0.058
0.224,1.0,0.07
0.224,1.0,0.081
0.224,1.0,0.071
0.224,1.0,0.055
0.224,1.0,0.045
0.224,1.0,0.032
0.224,1.0,0.03
0.224,1.0,0.012
0.224,1.0,0.004
0.224,1.0,0.002
0.224,1.0,0.011
0.224,1.0,0.013
0.224,1.0,0.013
0.224,1.0,0.013
0.224,1.0,0.011
0.224,1.0,0.014
0.224,1.0,0.007
0.224,1.0,0.003
0.224,1.0,0.012
0.224,1.0,0.007
0.224,1.0,0.017
0.224,1.0,0.029
0.224,1.0,0.025
0.224,1.0,0.024
0.224,1.0,0.016
0.224,1.0,0.008
0.224,1.0,0.011
0.224,1.0,0.012
0.224,1.0,0.023
0.224,1.0,0.034
0.224,1.0,0.021
0.224,1.0,0.047
0.224,1.0,0.015
0.224,1.0,0.016
0.224,1.0,0.006
0.224,1.0,0.002
0.224,1.0,0.013
0.224,1.0,0.019
0.224,1.0,0.022
0.224,1.0,0.036
0.224,1.0,0.084
0.224,1.0,0.052
0.224,1.0,0.007
0.224,1.0,0.007
0.224,1.0,0.019
0.224,1.0,0.021
0.224,1.0,0.038
0.224,1.0,0.038
0.224,1.0,0.013
0.224,1.0,0.015
0.224,1.0,0.022
0.224,1.0,0.004
0.224,1.0,0.005
0.224,1.0,0.006
0.224,1.0,0.006
0.224,1.0,0.007
0.224,1.0,0.0
0.224,1.0,0.009
0.224,1.0,0.008
0.224,1.0,0.007
0.224,1.0,0.01
0.224,1.0,0.009
0.224,1.0,0.002
0.224,1.0,0.011
0.224,1.0,0.009
0.224,1.0,0.007
0.224,1.0,0.007
0.224,1.0,0.003
0.224,1.0,0.006
0.224,1.0,0.004
0.224,1.0,0.006
0.224,1.0,0.018
0.224,1.0,0.029
0.224,1.0,0.008
0.224,1.0,0.004
0.224,1.0,0.009
0.224,1.0,0.026
0.224,1.0,0.005
0.224,1.0,0.004
0.224,1.0,0.008
0.224,1.0,0.006
0.224,1.0,0.006
0.224,1.0,0.013
0.224,1.0,0.036
0.224,1.0,0.053
0.224,1.0,0.024
0.224,1.0,0.01
0.224,1.0,0.009
0.224,1.0,0.008
0.224,1.0,0.009
0.224,1.0,0.016
0.224,1.0,0.007
0.224,1.0,0.021
0.224,1.0,0.009
0.224,1.0,0.021
0.224,1.0,0.04
0.224,1.0,0.048
0.224,1.0,0.092
0.224,1.0,0.101
0.224,1.0,0.05
0.224,1.0,0.117
0.224,1.0,0.2
0.224,1.0,0.328
0.224,1.0,0.311
0.224,1.0,0.388
0.224,1.0,0.388
0.224,1.0,0.388
0.224,1.0,0.278
0.224,1.0,0.388
0.224,1.0,0.021
0.224,1.0,0.018
0.224,1.0,0.023
0.224,1.0,0.041
0.224,1.0,0.032
0.224,1.0,0.042
0.224,1.0,0.024
0.224,1.0,0.016
0.224,1.0,0.007
0.224,1.0,0.008
0.224,1.0,0.015
0.224,1.0,0.008
0.224,1.0,0.008
0.224,1.0,0.007
0.224,1.0,0.026
0.224,1.0,0.021
0.224,1.0,0.035
0.224,1.0,0.017
0.224,1.0,0.02
0.224,1.0,0.022
0.224,1.0,0.027
0.224,1.0,0.051
0.224,1.0,0.03
0.224,1.0,0.031
0.224,1.0,0.035
0.224,1.0,0.015
0.224,1.0,0.026
0.224,1.0,0.015
0.224,1.0,0.019
0.224,1.0,0.017
0.224,1.0,0.019
0.224,1.0,0.018
0.224,1.0,0.012
0.224,1.0,0.013
0.224,1.0,0.031
0.224,1.0,0.053
0.224,1.0,0.047
0.224,1.0,0.005
0.224,1.0,0.002
0.224,1.0,0.006
0.224,1.0,0.014
0.224,1.0,0.011
0.224,1.0,0.019
0.224,1.0,0.011
0.224,1.0,0.005
0.224,1.0,0.006
0.224,1.0,0.001
0.224,1.0,0.009
0.224,1.0,0.012
0.224,1.0,0.011
0.224,1.0,0.014
0.224,1.0,0.009
0.224,1.0,0.017
0.224,1.0,0.017
0.224,1.0,0.023
0.224,1.0,0.01
0.224,1.0,0.016
0.224,1.0,0.019
0.224,1.0,0.015
0.224,1.0,0.028
0.224,1.0,0.052
0.224,1.0,0.09
0.224,1.0,0.118
0.224,1.0,0.125
0.224,1.0,0.226
0.224,1.0,0.388
0.224,1.0,0.388
0.224,1.0,0.194
0.224,1.0,0.388
0.224,1.0,0.322
0.224,1.0,0.377
0.224,1.0,0.077
0.224,1.0,0.037
0.224,1.0,0.073
0.224,1.0,0.034
0.224,1.0,0.041
0.224,1.0,0.038
0.224,1.0,0.034
0.224,1.0,0.052
0.224,1.0,0.094
0.224,1.0,0.077
0.224,1.0,0.093
0.224,1.0,0.161
0.224,1.0,0.083
0.224,1.0,0.13
0.224,1.0,0.109
0.224,1.0,0.155
0.224,1.0,0.211
0.224,1.0,0.367
0.224,1.0,0.388
0.224,1.0,0.228
0.224,1.0,0.176
0.224,1.0,0.169
0.224,1.0,0.079
0.224,1.0,0.125
0.224,1.0,0.23
0.224,1.0,0.091
0.224,1.0,0.025
0.224,1.0,0.009
0.224,1.0,0.009
0.224,1.0,0.017
0.224,1.0,0.013
0.224,1.0,0.006
0.224,1.0,0.01
0.224,1.0,0.007
0.224,1.0,0.014
0.224,1.0,0.011
0.224,1.0,0.018
0.224,1.0,0.014
0.224,1.0,0.016
0.224,1.0,0.021
0.224,1.0,0.043
0.224,1.0,0.005
0.224,1.0,0.009
0.224,1.0,0.015
0.224,1.0,0.007
0.224,1.0,0.011
0.224,1.0,0.015
0.224,1.0,0.004
0.224,1.0,0.014
0.224,1.0,0.01
0.224,1.0,0.017
0.224,1.0,0.025
0.224,1.0,0.028
0.224,1.0,0.068
0.224,1.0,0.064
0.224,1.0,0.008
0.224,1.0,0.011
0.224,1.0,0.015
0.224,1.0,0.003
0.224,1.0,0.008
0.224,1.0,0.015
0.224,1.0,0.028
0.224,1.0,0.015
0.224,1.0,0.009
0.224,1.0,0.004
0.224,1.0,0.004
0.224,1.0,0.012
0.224,1.0,0.02
0.224,1.0,0.028
0.224,1.0,0.014
0.224,1.0,0.012
0.224,1.0,0.029
0.224,1.0,0.074
0.224,1.0,0.059
0.224,1.0,0.049
0.224,1.0,0.061
0.224,1.0,0.057
0.224,1.0,0.085
0.224,1.0,0.091
0.224,1.0,0.1
0.224,1.0,0.032
0.224,1.0,0.02
0.224,1.0,0.013
0.224,1.0,0.01
0.224,1.0,0.015
0.224,1.0,0.004
0.224,1.0,0.004
0.224,1.0,0.004
0.224,1.0,0.013
0.224,1.0,0.031
0.224,1.0,0.032
0.224,1.0,0.027
0.224,1.0,0.068
0.224,1.0,0.06
0.224,1.0,0.047
0.224,1.0,0.007
0.224,1.0,0.006
0.224,1.0,0.022
0.224,1.0,0.011
0.224,1.0,0.016
0.224,1.0,0.006
0.224,1.0,0.007
0.224,1.0,0.01
0.224,1.0,0.011
0.224,1.0,0.011
0.224,1.0,0.009
0.224,1.0,0.007
0.224,1.0,0.012
0.224,1.0,0.006
0.224,1.0,0.005
0.224,1.0,0.007
0.224,1.0,0.009
0.224,1.0,0.013
0.224,1.0,0.006
0.224,1.0,0.008
0.224,1.0,0.005
0.224,1.0,0.019
0.224,1.0,0.03
0.224,1.0,0.029
0.224,1.0,0.063
0.224,1.0,0.047
0.224,1.0,0.076
0.224,1.0,0.066
0.224,1.0,0.156
0.224,1.0,0.044
0.224,1.0,0.018
0.224,1.0,0.035
0.224,1.0,0.02
0.224,1.0,0.04
0.224,1.0,0.015
0.224,1.0,0.033
0.224,1.0,0.019
0.224,1.0,0.025
0.224,1.0,0.006
0.224,1.0,0.007
0.224,1.0,0.003
0.224,1.0,0.007
0.224,1.0,0.014
0.224,1.0,0.012
0.224,1.0,0.018
0.224,1.0,0.011
0.224,1.0,0.015
0.224,1.0,0.019
0.224,1.0,0.029
0.224,1.0,0.046
0.224,1.0,0.029
0.224,1.0,0.034
0.224,1.0,0.006
0.224,1.0,0.014
0.224,1.0,0.012
0.224,1.0,0.012
0.224,1.0,0.03
0.224,1.0,0.003
0.224,1.0,0.012
0.224,1.0,0.006
0.224,1.0,0.016
0.224,1.0,0.013
0.224,1.0,0.015
0.224,1.0,0.017
0.224,1.0,0.026
0.224,1.0,0.009
0.224,1.0,0.02
0.224,1.0,0.022
0.224,1.0,0.012
0.224,1.0,0.02
0.224,1.0,0.016
0.224,1.0,0.043
0.224,1.0,0.053
0.224,1.0,0.066
0.224,1.0,0.11
0.224,1.0,0.113
0.224,1.0,0.033
0.224,1.0,0.037
0.224,1.0,0.065
0.224,1.0,0.128
0.224,1.0,0.075
0.224,1.0,0.115
0.224,1.0,0.159
0.224,1.0,0.103
0.224,1.0,0.014
0.224,1.0,0.039
0.224,1.0,0.043
0.224,1.0,0.025
0.224,1.0,0.077
0.224,1.0,0.087
0.224,1.0,0.144
0.224,1.0,0.188
0.224,1.0,0.388
0.224,1.0,0.388
0.224,1.0,0.388
0.224,1.0,0.388
0.224,1.0,0.345
0.224,1.0,0.388
0.224,1.0,0.388
0.224,1.0,0.388
0.224,1.0,0.388
0.224,1.0,0.372
0.224,1.0,0.096
0.224,1.0,0.024
0.224,1.0,0.041
0.224,1.0,0.022
0.224,1.0,0.011
0.224,1.0,0.013
0.224,1.0,0.008
0.224,1.0,0.018
0.224,1.0,0.008
0.224,1.0,0.012
0.224,1.0,0.021
0.224,1.0,0.016
0.224,1.0,0.022
0.224,1.0,0.009
0.224,1.0,0.011
0.224,1.0,0.014
0.224,1.0,0.004
0.224,1.0,0.01
0.224,1.0,0.008
0.224,1.0,0.011
0.224,1.0,0.023
0.224,1.0,0.01
0.224,1.0,0.006
0.224,1.0,0.005
0.224,1.0,0.013
0.224,1.0,0.011
0.224,1.0,0.015
0.224,1.0,0.018
0.224,1.0,0.019
0.224,1.0,0.026
0.224,1.0,0.039
0.224,1.0,0.017
0.224,1.0,0.008
0.224,1.0,0.01
0.224,1.0,0.008
0.224,1.0,0.011
0.224,1.0,0.016
0.224,1.0,0.015
0.224,1.0,0.017
0.224,1.0,0.011
0.224,1.0,0.005
0.224,1.0,0.004
0.224,1.0,0.012
0.224,1.0,0.003
0.224,1.0,0.008
0.224,1.0,0.004
0.224,1.0,0.007
0.224,1.0,0.004
0.224,1.0,0.016
0.224,1.0,0.037
0.224,1.0,0.048
0.224,1.0,0.021
0.224,1.0,0.002
0.224,1.0,0.015
0.224,1.0,0.021
0.224,1.0,0.02
0.224,1.0,0.022
0.224,1.0,0.049
0.224,1.0,0.053
0.224,1.0,0.074
0.224,1.0,0.056
0.224,1.0,0.043
0.224,1.0,0.018
0.224,1.0,0.005
0.224,1.0,0.006
0.224,1.0,0.004
0.224,1.0,0.009
0.224,1.0,0.007
0.224,1.0,0.009
0.224,1.0,0.006
0.224,1.0,0.005
0.224,1.0,0.007
0.224,1.0,0.007
0.224,1.0,0.012
0.224,1.0,0.013
0.224,1.0,0.012
0.224,1.0,0.006
0.224,1.0,0.015
0.224,1.0,0.006
0.224,1.0,0.011
0.224,1.0,0.025
0.224,1.0,0.037
0.224,1.0,0.022
0.224,1.0,0.026
0.224,1.0,0.039
0.224,1.0,0.005
0.224,1.0,0.004
0.224,1.0,0.01
0.224,1.0,0.009
0.224,1.0,0.023
0.224,1.0,0.038
0.224,1.0,0.013
0.224,1.0,0.039
0.224,1.0,0.036
0.224,1.0,0.055
0.224,1.0,0.061
0.224,1.0,0.129
0.224,1.0,0.092
0.224,1.0,0.072
0.224,1.0,0.089
0.224,1.0,0.156
0.224,1.0,0.264
0.224,1.0,0.186
0.224,1.0,0.046
0.224,1.0,0.077
0.224,1.0,0.067
0.224,1.0,0.067
0.224,1.0,0.04
0.224,1.0,0.016
0.224,1.0,0.02
0.224,1.0,0.031
0.224,1.0,0.006
0.224,1.0,0.007
0.224,1.0,0.018
0.224,1.0,0.019
0.224,1.0,0.016
0.224,1.0,0.031
0.224,1.0,0.007
0.224,1.0,0.012
0.224,1.0,0.015
0.224,1.0,0.02
0.224,1.0,0.009
0.224,1.0,0.005
0.224,1.0,0.011
0.224,1.0,0.004
0.224,1.0,0.005
0.224,1.0,0.007
0.224,1.0,0.01
0.224,1.0,0.017
0.224,1.0,0.019
0.224,1.0,0.023
0.224,1.0,0.046
0.224,1.0,0.033
0.224,1.0,0.004
0.224,1.0,0.008
0.224,1.0,0.018
0.224,1.0,0.019
0.224,1.0,0.021
0.224,1.0,0.031
0.224,1.0,0.023
0.224,1.0,0.021
0.224,1.0,0.045
0.224,1.0,0.065
0.224,1.0,0.019
0.224,1.0,0.022
0.224,1.0,0.043
0.224,1.0,0.066
0.224,1.0,0.038
0.224,1.0,0.071
0.224,1.0,0.16
0.224,1.0,0.051
0.224,1.0,0.063
0.224,1.0,0.051
0.224,1.0,0.06
0.224,1.0,0.098
0.224,1.0,0.172
0.224,1.0,0.143
0.224,1.0,0.308
0.224,1.0,0.139
0.224,1.0,0.233
0.224,1.0,0.388
0.224,1.0,0.278
0.224,1.0,0.388
0.224,1.0,0.091
0.224,1.0,0.033
0.224,1.0,0.023
0.224,1.0,0.021
0.224,1.0,0.042
0.224,1.0,0.024
0.224,1.0,0.029
0.224,1.0,0.039
0.224,1.0,0.073
0.224,1.0,0.157
0.224,1.0,0.246
0.224,1.0,0.053
0.224,1.0,0.067
0.224,1.0,0.152
0.224,1.0,0.147
0.224,1.0,0.13
0.224,1.0,0.108
0.224,1.0,0.081
0.224,1.0,0.146
0.224,1.0,0.237
0.224,1.0,0.255
0.224,1.0,0.388
0.224,1.0,0.388
0.224,1.0,0.388
0.224,1.0,0.388
0.224,1.0,0.388
0.224,1.0,0.254
0.224,1.0,0.388
0.224,1.0,0.183
0.224,1.0,0.017
0.224,1.0,0.011
0.224,1.0,0.011
0.224,1.0,0.021
0.224,1.0,0.037
0.224,1.0,0.01
0.224,1.0,0.01
0.224,1.0,0.011
0.224,1.0,0.026
0.224,1.0,0.015
0.224,1.0,0.006
0.224,1.0,0.013
0.224,1.0,0.019
0.224,1.0,0.023
0.224,1.0,0.008
0.224,1.0,0.009
0.224,1.0,0.032
0.224,1.0,0.008
0.224,1.0,0.008
0.224,1.0,0.007
0.224,1.0,0.012
0.224,1.0,0.02
0.224,1.0,0.03
0.224,1.0,0.023
0.224,1.0,0.006
0.224,1.0,0.006
0.224,1.0,0.011
0.224,1.0,0.014
0.224,1.0,0.012
0.224,1.0,0.006
0.224,1.0,0.005
0.224,1.0,0.011
0.224,1.0,0.015
0.224,1.0,0.01
0.224,1.0,0.009
0.224,1.0,0.02
0.224,1.0,0.023
0.224,1.0,0.037
0.224,1.0,0.013
0.224,1.0,0.018
0.224,1.0,0.006
0.224,1.0,0.005
0.224,1.0,0.003
0.224,1.0,0.006
0.224,1.0,0.013
0.224,1.0,0.014
0.224,1.0,0.011
0.224,1.0,0.01
0.224,1.0,0.013
0.224,1.0,0.006
0.224,1.0,0.01
0.224,1.0,0.016
0.224,1.0,0.017
0.224,1.0,0.022
0.224,1.0,0.016
0.224,1.0,0.044
0.224,1.0,0.041
0.224,1.0,0.051
0.224,1.0,0.045
0.224,1.0,0.007
0.224,1.0,0.009
0.224,1.0,0.005
0.224,1.0,0.008
0.224,1.0,0.01
0.224,1.0,0.003
0.224,1.0,0.002
0.224,1.0,0.004
0.224,1.0,0.006
0.224,1.0,0.004
0.224,1.0,0.004
0.224,1.0,0.005
0.224,1.0,0.014
0.224,1.0,0.025
0.224,1.0,0.036
0.224,1.0,0.042
0.224,1.0,0.038
0.224,1.0,0.048
0.224,1.0,0.054
0.224,1.0,0.036
0.224,1.0,0.036
0.224,1.0,0.088
0.224,1.0,0.11
0.224,1.0,0.2
0.224,1.0,0.059
0.224,1.0,0.001
0.224,1.0,0.008
0.224,1.0,0.009
0.224,1.0,0.021
0.224,1.0,0.033
0.224,1.0,0.015
0.224,1.0,0.01
0.224,1.0,0.015
0.224,1.0,0.015
0.224,1.0,0.017
0.224,1.0,0.027
0.224,1.0,0.009
0.224,1.0,0.007
0.224,1.0,0.013
0.224,1.0,0.02
0.224,1.0,0.008
0.224,1.0,0.01
0.224,1.0,0.009
0.224,1.0,0.006
0.224,1.0,0.01
0.224,1.0,0.015
0.224,1.0,0.01
0.224,1.0,0.015
0.224,1.0,0.015
0.224,1.0,0.028
0.224,1.0,0.027
0.224,1.0,0.027
0.224,1.0,0.06
0.224,1.0,0.031
0.224,1.0,0.055
0.224,1.0,0.034
0.224,1.0,0.064
0.224,1.0,0.099
0.224,1.0,0.122
0.224,1.0,0.031
0.224,1.0,0.007
0.224,1.0,0.026
0.224,1.0,0.031
0.224,1.0,0.04
0.224,1.0,0.078
0.224,1.0,0.026
0.224,1.0,0.023
0.224,1.0,0.012
0.224,1.0,0.025
0.224,1.0,0.012
0.224,1.0,0.006
0.224,1.0,0.019
0.224,1.0,0.012
0.224,1.0,0.013
0.224,1.0,0.01
0.224,1.0,0.006
0.224,1.0,0.012
0.224,1.0,0.003
0.224,1.0,0.005
0.224,1.0,0.012
0.224,1.0,0.021
0.224,1.0,0.007
0.224,1.0,0.005
0.224,1.0,0.01
0.224,1.0,0.005
0.224,1.0,0.014
0.224,1.0,0.014
0.224,1.0,0.011
0.224,1.0,0.017
0.224,1.0,0.02
0.224,1.0,0.007
0.224,1.0,0.001
0.224,1.0,0.014
0.224,1.0,0.018
0.224,1.0,0.021
0.224,1.0,0.039
0.224,1.0,0.059
0.224,1.0,0.038
0.224,1.0,0.112
0.224,1.0,0.064
0.224,1.0,0.022
0.224,1.0,0.026
0.224,1.0,0.045
0.224,1.0,0.035
0.224,1.0,0.024
0.224,1.0,0.021
0.224,1.0,0.034
0.224,1.0,0.005
0.224,1.0,0.01
0.224,1.0,0.002
0.224,1.0,0.005
0.224,1.0,0.016
0.224,1.0,0.008
0.224,1.0,0.009
0.224,1.0,0.012
0.224,1.0,0.011
0.224,1.0,0.031
0.224,1.0,0.017
0.224,1.0,0.018
0.224,1.0,0.031
0.224,1.0,0.04
0.224,1.0,0.008
0.224,1.0,0.006
0.224,1.0,0.006
0.224,1.0,0.013
0.224,1.0,0.01
0.224,1.0,0.014
0.224,1.0,0.018
0.224,1.0,0.026
0.224,1.0,0.007
0.224,1.0,0.009
0.224,1.0,0.01
0.224,1.0,0.015
0.224,1.0,0.012
0.224,1.0,0.016
0.224,1.0,0.03
0.224,1.0,0.024
0.224,1.0,0.022
0.224,1.0,0.018
0.224,1.0,0.031
0.224,1.0,0.014
0.224,1.0,0.015
0.224,1.0,0.026
0.224,1.0,0.027
0.224,1.0,0.022
0.224,1.0,0.008
0.224,1.0,0.011
0.224,1.0,0.009
0.224,1.0,0.014
0.224,1.0,0.009
0.224,1.0,0.014
0.224,1.0,0.013
0.224,1.0,0.009
0.224,1.0,0.023
0.224,1.0,0.031
0.224,1.0,0.025
0.224,1.0,0.027
0.224,1.0,0.049
0.224,1.0,0.086
0.224,1.0,0.053
0.224,1.0,0.082
0.224,1.0,0.003
0.224,1.0,0.018
0.224,1.0,0.006
0.224,1.0,0.013
0.224,1.0,0.012
0.224,1.0,0.012
0.224,1.0,0.017
0.224,1.0,0.013
0.224,1.0,0.017
0.224,1.0,0.021
0.224,1.0,0.023
0.224,1.0,0.037
0.224,1.0,0.007
0.224,1.0,0.01
0.224,1.0,0.013
0.224,1.0,0.018
0.224,1.0,0.028
0.224,1.0,0.021
0.224,1.0,0.015
0.224,1.0,0.022
0.224,1.0,0.012
0.224,1.0,0.027
0.224,1.0,0.015
0.224,1.0,0.028
0.224,1.0,0.043
0.224,1.0,0.049
0.224,1.0,0.037
0.224,1.0,0.042
0.224,1.0,0.008
0.224,1.0,0.006
0.224,1.0,0.017
0.224,1.0,0.014
0.224,1.0,0.005
0.224,1.0,0.008
0.224,1.0,0.008
0.224,1.0,0.012
0.224,1.0,0.017
0.224,1.0,0.041
0.224,1.0,0.033
0.224,1.0,0.04
0.224,1.0,0.029
0.224,1.0,0.04
0.224,1.0,0.033
0.224,1.0,0.022
0.224,1.0,0.03
0.224,1.0,0.043
